,acousticness,artist_genre,artists,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,track_uri,valence,lastfm_genre
13,0.42,"['dance pop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']","['Jhene Aiko', 'Big Sean']",0.474,178.92,0.64,1.0800000000000003e-05,1,0.177,-7.678,0,Moments,0.67,2017,0.251,124.098,spotify:track:2nvmHk4JnsZ94mygliLsou,0.227,rnb
14,0.127,"['afrobeats', 'afropop', 'azonto']","['WizKid', 'Drake']",0.825,211.293,0.453,3.82e-06,4,0.0838,-7.4289999999999985,0,Come Closer,0.67,2017,0.227,99.974,spotify:track:2zYs4BonN2ydkbrRk333SN,0.496,nigeria
15,0.326,"['dance pop', 'pop', 'r&b', 'urban contemporary']",['Rihanna'],0.619,206.4,0.539,0.0,1,0.106,-5.688,0,Sex With Me,0.68,2016,0.0409,112.006,spotify:track:6WAxKNbZoGNzQTIvdMqkFs,0.39,pop
16,0.498,"['edm', 'electro house', 'house', 'pop', 'progressive house']","['Calvin Harris', 'Frank Ocean', 'Migos']",0.736,230.813,0.795,1.21e-06,1,0.254,-3.299,0,Slide,0.74,2017,0.0545,104.066,spotify:track:7tr2za8SQg2CI8EDgrdtNl,0.511,electronic
17,0.495,"['indie r&b', 'pop', 'r&b', 'rap']","['SZA', 'Calvin Harris']",0.775,171.806,0.573,0.0,11,0.126,-4.933,1,The Weekend - Funk Wav Remix,0.83,2017,0.0585,101.925,spotify:track:0P6AWOA4LG1XOctzaVu5tt,0.667,soul
18,0.226,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']",['Britney Spears'],0.627,218.027,0.713,0.0,11,0.107,-5.6560000000000015,0,Inside Out,0.47,2011,0.0612,119.929,spotify:track:1MXmaCZEtfPrCbtYjJIbzl,0.53,pop
19,0.512,"['edm', 'electronic trap', 'pop']","['DJ Snake', 'Lauv']",0.78,198.286,0.764,1.14e-06,8,0.152,-4.098,1,A Different Way (with Lauv),0.72,2017,0.0391,104.988,spotify:track:1YMBg7rOjxzbya0fPOYfNX,0.545,electronic
20,0.0198,"['dance pop', 'pop', 'post-teen pop']","['Selena Gomez', 'Gucci Mane']",0.7070000000000001,186.113,0.611,3.59e-06,2,0.0651,-4.474,1,Fetish (feat. Gucci Mane),0.75,2017,0.0639,123.006,spotify:track:4lnAN2S1fcI0SjxEbksZVr,0.285,pop
21,0.322,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']","['Britney Spears', 'Tinashe']",0.752,213.535,0.784,0.0,0,0.11,-4.941,1,Slumber Party feat. Tinashe,0.66,2016,0.0754,135.039,spotify:track:2i9q8CteBmpslOJeQdMGqA,0.464,pop
22,0.319,"['edm', 'electro house', 'house', 'pop', 'progressive house']","['Calvin Harris', 'Kehlani', 'Lil Yachty']",0.7759999999999999,240.093,0.589,0.0,9,0.0715,-4.543,0,Faking It,0.72,2017,0.115,120.034,spotify:track:0pJPdSVti6cTM1Q6xYGmcf,0.6679999999999999,electronic
23,0.177,"['dance pop', 'pop', 'post-teen pop']",['Selena Gomez'],0.95,214.648,0.412,0.0,1,0.077,-6.5920000000000005,1,Bad Liar,0.75,2017,0.0731,121.019,spotify:track:2fZQIJew3nkNe99s2PKzul,0.73,pop
24,0.079,"['dance pop', 'pop', 'post-teen pop']",['Taylor Swift'],0.794,209.68,0.537,4.98e-06,7,0.227,-6.865,1,Gorgeous,0.33,2017,0.16899999999999998,92.022,spotify:track:0CLnkxpa3M4eA3HeGaERat,0.418,country
25,0.0793,['pop'],"['Maroon 5', 'SZA']",0.795,199.849,0.611,3.04e-06,5,0.0853,-5.224,0,What Lovers Do (feat. SZA),0.32,2017,0.0711,110.016,spotify:track:6YVpU5vVxezJCYeQUxIkRT,0.404,rock
26,0.0691,[],"['Aanysa', 'Snakehips']",0.782,225.353,0.742,1.82e-06,8,0.211,-2.25,1,Burn Break Crash,0.54,2016,0.107,122.031,spotify:track:7J9kqM3KFem6P3uSsyitIZ,0.398,pop
27,0.105,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop']","['Major Lazer', 'PARTYNEXTDOOR', 'Nicki Minaj']",0.8029999999999999,203.18,0.743,2.12e-06,1,0.099,-3.602,0,Run Up,0.67,2017,0.0681,108.005,spotify:track:0SujigeT7cxuxBfhN3eOcp,0.674,seen live
28,0.00543,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",['Chris Brown'],0.614,129.478,0.598,0.0,10,0.1,-6.335,0,Questions,0.79,2017,0.0561,105.803,spotify:track:5XQMr19TL7Mfksq9zihbOu,0.565,rnb
29,0.242,"['dance pop', 'pop', 'post-teen pop', 'r&b']",['Beyoncé'],0.875,309.72,0.434,0.00146,0,0.234,-7.683,1,Blow,0.62,2014,0.091,120.065,spotify:track:6wwrYruEgWlowPDZMq5116,0.777,rnb
30,0.0362,"['dance pop', 'pop', 'r&b', 'urban contemporary']","['Rihanna', 'SZA']",0.8859999999999999,161.067,0.58,2.3e-06,7,0.0882,-2.144,0,Consideration,0.63,2016,0.0513,144.988,spotify:track:0WgBb7XgdtbUW0GlYel9mH,0.809,pop
31,0.0295,"['dance pop', 'pop', 'post-teen pop']","['Camila Cabello', 'Quavo']",0.655,228.893,0.5760000000000001,0.115,5,0.132,-6.735,0,OMG,0.78,2017,0.0536,139.953,spotify:track:4xBjsLUSjcx2h7PcRikpQp,0.16699999999999998,pop
32,0.361,"['dance pop', 'pop', 'r&b', 'urban contemporary']",['Rihanna'],0.526,186.467,0.622,0.0,3,0.0986,-5.2,1,Desperado,0.65,2016,0.0936,188.783,spotify:track:6KFaHC9G178beAp7P0Vi5S,0.298,pop
33,0.132,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",['Justin Bieber'],0.59,208.12,0.797,0.0,4,0.0846,-4.901,0,Company,0.72,2015,0.0614,94.948,spotify:track:09mhA1SJjMHniZPF4Hcihn,0.425,pop
34,0.04,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']","['Little Mix', 'Kid Ink']",0.635,202.96,0.73,0.0,1,0.423,-3.942,0,Touch,0.15,2017,0.0965,101.859,spotify:track:7FPOTINXrud2gCZVAsMTZc,0.541,pop
35,0.226,"['dance pop', 'indie r&b', 'pop', 'post-teen pop', 'r&b', 'rap']",['Kehlani'],0.8270000000000001,191.72,0.7020000000000001,5.04e-05,6,0.158,-7.2639999999999985,1,CRZY,0.71,2017,0.267,130.02,spotify:track:6Dwtha2FtZFoMEBh5GR2sq,0.6940000000000001,rnb
36,0.0401,"['dance pop', 'pop', 'post-teen pop']",['Ariana Grande'],0.621,214.907,0.715,0.0,1,0.103,-5.249,1,Greedy,0.65,2016,0.108,109.978,spotify:track:2tpIAmAq9orm1Owh5pja1w,0.885,pop
37,0.0969,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",['Charlie Puth'],0.774,211.475,0.626,3.12e-05,3,0.0848,-4.432,0,Attention,0.88,2017,0.0432,100.041,spotify:track:4iLqG9SeJSnt0cSPICSjxv,0.777,pop
38,0.131,"['dance pop', 'pop', 'post-teen pop']","['ZAYN', 'PARTYNEXTDOOR']",0.748,188.491,0.627,0.0,7,0.0852,-6.029,1,Still Got Time,0.79,2017,0.0644,120.963,spotify:track:000xQL6tZNLJzIrtIgxqSl,0.524,pop
39,0.0185,"['pop', 'post-teen pop']","['Bruno Mars', 'Cardi B']",0.7040000000000001,217.289,0.8590000000000001,0.0,5,0.0215,-4.877,0,Finesse (Remix) [feat. Cardi B],0.92,2017,0.0996,105.115,spotify:track:3Vo4wInECJQuz9BIBMOu8i,0.926,pop
40,0.267,"['dance pop', 'metropopolis', 'pop', 'post-teen pop', 'swedish pop', 'swedish synthpop', 'tropical house']",['Tove Lo'],0.65,196.835,0.777,0.0,1,0.301,-6.106,0,shedontknowbutsheknows,0.59,2017,0.247,112.955,spotify:track:6flhrkPIIqB0zU8j2T2yyc,0.396,pop
41,0.158,"['dance pop', 'pop', 'post-teen pop']",['Ariana Grande'],0.8079999999999999,179.293,0.464,0.0,1,0.124,-7.767,0,Be Alright,0.67,2016,0.0599,108.817,spotify:track:6f5TuB9WtbA1g49A4DcMQ4,0.6509999999999999,pop
42,0.181,"['dance pop', 'pop', 'post-teen pop']",['Camila Cabello'],0.637,226.973,0.713,0.000637,0,0.13699999999999998,-4.333,1,Never Be the Same,0.9,2018,0.0747,129.923,spotify:track:4eWQlBRaTjPPUlzacqEeoQ,0.243,pop
43,0.158,"['boy band', 'latin', 'pop', 'reggaeton', 'tropical']","['CNCO', 'Little Mix']",0.623,188.787,0.909,0.0,4,0.0972,-3.079,0,Reggaetón Lento (Remix),0.79,2017,0.0758,93.984,spotify:track:5PB8zB1MOZASboLquvinMF,0.6509999999999999,pop
44,0.0239,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",['Little Mix'],0.773,246.24,0.747,8.23e-06,5,0.11,-4.061,1,Shout Out to My Ex,0.8,2017,0.0889,126.014,spotify:track:1pwo8l3Ko7idwaz4LVUEC4,0.8,pop
45,0.0348,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",['Little Mix'],0.777,211.773,0.895,0.0,4,0.317,-4.464,1,Black Magic,0.73,2015,0.0618,111.987,spotify:track:5y6pj7OeBFF0CVgZKhRbOG,0.826,pop
46,0.0148,"['dance pop', 'indie r&b', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",['Tinashe'],0.774,183.792,0.635,0.0,5,0.289,-4.9910000000000005,0,Superlove,0.58,2016,0.0588,134.989,spotify:track:1uTXtV2r7DSRnMGKh3HxGi,0.438,rnb
47,0.0481,"['dance pop', 'pop', 'post-teen pop']",['ZAYN'],0.618,178.693,0.645,0.0,1,0.228,-5.2639999999999985,0,TiO,0.72,2016,0.0434,97.654,spotify:track:7jKdgYPDj6AxVU2wk9muN1,0.221,pop
48,0.197,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']","['Jennifer Lopez', 'Ja Rule']",0.701,258.667,0.601,0.0,11,0.0649,-7.678,0,I'm Real - Murder Remix,0.63,1999,0.153,83.43299999999998,spotify:track:7rOIWUhSfjWh4E7443PYE8,0.564,pop
49,0.00642,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",['Little Mix'],0.762,224.6,0.8540000000000001,1.11e-06,0,0.131,-2.757,0,Is Your Love Enough?,0.76,2017,0.0818,105.969,spotify:track:6W6ijKiufUsBBcgJPKis6T,0.615,pop
50,0.0259,"['dance pop', 'edm', 'house', 'pop', 'tropical house']","['Jax Jones', 'Ina Wroldsen']",0.741,207.63,0.728,0.00025,11,0.14,-5.559,0,Breathe,0.78,2017,0.0408,125.984,spotify:track:0KsB4TwgATg88aXCMBoO3Y,0.703,electronic
51,0.121,"['dance pop', 'edm', 'house', 'pop', 'tropical house']","['Jax Jones', 'Demi Lovato', 'Stefflon Don']",0.764,165.467,0.932,0.0,9,0.103,-3.059,0,Instruction (feat. Demi Lovato & Stefflon Don),0.64,2017,0.189,121.046,spotify:track:6yf3MxEOScNBTYCHOAIiNQ,0.911,electronic
52,0.199,"['hip hop', 'pop rap', 'rap']",['Childish Gambino'],0.743,326.933,0.359,0.00611,1,0.13699999999999998,-10.401,1,Redbone,0.82,2016,0.0794,160.083,spotify:track:3kxfsdsCpFgN412fpnW85Y,0.5870000000000001,Hip-Hop
53,0.182,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",['Drake'],0.924,207.813,0.5429999999999999,0.0,9,0.103,-7.474,0,Fake Love,0.16,2016,0.298,133.907,spotify:track:6NMNgWgEAzde5M8U3lc6FN,0.736,Hip-Hop
54,0.0319,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",['Drake'],0.589,240.653,0.6729999999999999,5.68e-06,7,0.108,-7.082000000000002,1,Feel No Ways,0.7,2016,0.16699999999999998,193.783,spotify:track:3cjF2OFRmip8spwZYQRKxP,0.209,Hip-Hop
55,0.132,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']","['Drake', 'PARTYNEXTDOOR']",0.8759999999999999,195.053,0.41,0.000188,1,0.112,-10.034,1,With You,0.67,2016,0.262,127.956,spotify:track:3aJkV6DUTSCqOwVwaBDG9B,0.816,Hip-Hop
56,0.0284,"['hip hop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap']",['Frank Ocean'],0.907,234.093,0.596,0.000193,10,0.19,-4.957,0,Lost,0.68,2012,0.236,123.045,spotify:track:3GZD6HmiNUhxXYf8Gch723,0.4920000000000001,rnb
57,0.33,"['indie r&b', 'pop', 'rap']",['Khalid'],0.736,219.08,0.449,0.000162,1,0.0898,-11.462,0,Location,0.87,2017,0.425,80.126,spotify:track:152lZdxL1OR0ZMW6KquMif,0.326,pop
58,0.304,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",['Drake'],0.804,298.941,0.459,0.0862,11,0.11,-11.556,1,Passionfruit,0.82,2017,0.039,111.963,spotify:track:5mCPDVBb16L4XQwDdbRUpz,0.3720000000000001,Hip-Hop
59,0.695,"['hip hop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap']",['Frank Ocean'],0.5429999999999999,314.075,0.394,0.000239,8,0.108,-9.637,1,Nikes,0.74,2016,0.0864,137.811,spotify:track:19YKaevk2bce4odJkP5L22,0.118,rnb
60,0.67,"['hip hop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap']",['Frank Ocean'],0.544,184.516,0.552,4.57e-05,9,0.415,-7.45,1,Pink + White,0.77,2016,0.0991,159.738,spotify:track:3xKsf9qdS1CyvXSMEid6g8,0.5539999999999999,rnb
61,0.214,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']","['Big Sean', 'Chance The Rapper', 'Jeremih']",0.7170000000000001,276.347,0.618,0.0,11,0.108,-5.419,1,Living Single,0.7,2016,0.315,79.862,spotify:track:36xxq7VDZZsGwARsn6Clo7,0.7190000000000001,Hip-Hop
62,0.00015,"['chillwave', 'folk-pop', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'metropopolis', 'modern rock', 'noise pop', 'nu gaze', 'synthpop']",['Best Coast'],0.439,196.16,0.93,0.00772,9,0.108,-3.3760000000000003,1,Feeling Ok,0.3,2015,0.0575,118.994,spotify:track:0TPdgw5neHLRE7oxKFodiw,0.289,Lo-Fi
63,0.044,"['art pop', 'escape room', 'indie r&b', 'neo soul', 'pop']",['Kelela'],0.746,238.146,0.417,7.979999999999999e-05,11,0.12,-6.606,1,Rewind,0.36,2015,0.0474,132.034,spotify:track:2adF8MLoBFPSh1mxXYgK9T,0.229,rnb
64,0.0511,"['indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']","['PARTYNEXTDOOR', 'Drake']",0.7170000000000001,235.477,0.34700000000000003,2.43e-06,11,0.087,-10.265,0,Come and See Me (feat. Drake),0.79,2016,0.0636,84.98700000000002,spotify:track:1wZqJM5FGDEl3FjHDxDyQd,0.0589,rnb
65,0.6890000000000001,"['funk', 'modern blues', 'soul']",['Leon Bridges'],0.6579999999999999,238.56,0.179,0.0,8,0.17,-10.866,1,River,0.76,2015,0.0448,128.128,spotify:track:0NeJjNlprGfZpeX2LQuN6c,0.191,soul
66,0.00584,"['deep funk', 'funk', 'modern blues', 'soul', 'soul blues']",['Charles Bradley'],0.41,342.999,0.449,0.00133,0,0.067,-8.14,1,Changes,0.62,2016,0.0346,148.119,spotify:track:3i85UIF4nR7qZXTnEwqdPr,0.307,soul
67,0.514,"['chicago soul', 'funk', 'jazz blues', 'memphis blues', 'memphis soul', 'new orleans blues', 'soul', 'soul blues', 'southern soul']",['Irma Thomas'],0.649,148.427,0.442,3.04e-06,3,0.102,-12.719,1,Straight From The Heart,0.47,1964,0.03,94.61,spotify:track:2pv2bS54WfwkbEQygh1S8T,0.6579999999999999,soul
68,0.0521,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",['Drake'],0.7240000000000001,216.558,0.5479999999999999,7.400000000000001e-06,7,0.104,-8.062000000000001,0,Blem,0.72,2017,0.0497,98.017,spotify:track:2XlHu0HcujBCkWMdIAvrqt,0.392,Hip-Hop
69,0.14800000000000002,"['hip hop', 'pop rap', 'rap', 'west coast rap']","['Kendrick Lamar', 'U2']",0.65,254.2,0.618,1.69e-06,8,0.11,-6.975,1,XXX. FEAT. U2.,0.71,2017,0.35700000000000004,129.989,spotify:track:4iYRa2btalAzPZoSYfROqF,0.297,Hip-Hop
70,0.0224,"['hip hop', 'pop rap', 'rap', 'west coast rap']","['Kendrick Lamar', 'Rihanna']",0.6809999999999999,227.36,0.541,0.0,9,0.16699999999999998,-8.926,0,LOYALTY. FEAT. RIHANNA.,0.78,2017,0.055,110.803,spotify:track:6SwRhMLwNqEi6alNPVG00n,0.413,Hip-Hop
71,0.0047,"['hip hop', 'pop rap', 'rap', 'west coast rap']",['Kendrick Lamar'],0.637,185.947,0.514,0.0,1,0.094,-6.763,1,DNA.,0.82,2017,0.365,139.931,spotify:track:6HZILIRieu8S0iqY8kIKhj,0.402,Hip-Hop
72,0.00797,"['deep southern trap', 'deep trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",['Trae Tha Truth'],0.531,284.5,0.691,0.0,1,0.0802,-12.528,1,"Im From Texas (feat. Slim Thug, Bun B, Kirko Bangz, Z-Ro, Paul Wall)",0.38,2012,0.313,135.066,spotify:track:2BU7UCFB3fwfuG149xnfam,0.711,Dirty South
73,0.478,"['funk', 'neo soul', 'soul']",['Michael Kiwanuka'],0.604,258.96,0.8340000000000001,0.000187,7,0.0738,-7.8439999999999985,1,Black Man In A White World,0.46,2016,0.111,103.738,spotify:track:3ddle9t9JiBFVqHyrnaGxz,0.725,soul
74,0.0253,"['indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']",['PARTYNEXTDOOR'],0.598,202.661,0.496,0.00132,0,0.12,-9.309,1,Not Nice,0.71,2016,0.0804,128.06,spotify:track:4STaHtfguDMkWbPEo6Fwcx,0.725,rnb
75,0.154,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']","['Big Sean', 'Jhene Aiko', 'Lil Wayne']",0.7659999999999999,236.56,0.536,3.96e-06,5,0.476,-6.183,0,Beware,0.56,2013,0.121,97.076,spotify:track:7qFizcYCJj2NLTO9pPk9Lc,0.0638,Hip-Hop
76,0.0204,['reggae rock'],['Rebelution'],0.8,189.613,0.6609999999999999,0.000107,7,0.0687,-8.291,1,Count Me In,0.62,2014,0.0304,92.015,spotify:track:0BweE3lWBMXRPWWLtLV5z8,0.59,reggae
77,0.593,"['etherpop', 'indie r&b', 'pop', 'r&b']","['Alina Baraz', 'Khalid']",0.637,245.294,0.359,5.39e-05,10,0.108,-9.841,0,Electric (feat. Khalid),0.24,2017,0.0325,111.049,spotify:track:25wBlLDFcspzo9gBqvrQr3,0.142,electronic
78,0.29,"['hip hop', 'pop rap', 'rap', 'west coast rap']","['Kendrick Lamar', 'Zacari']",0.7979999999999999,213.4,0.5820000000000001,0.0,10,0.153,-7.38,1,LOVE. FEAT. ZACARI.,0.85,2017,0.103,126.075,spotify:track:6PGoSes0D9eUDeeAafB2As,0.7659999999999999,Hip-Hop
79,0.0739,"['alternative dance', 'art pop', 'chillwave', 'dream pop', 'escape room', 'freak folk', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'neo soul', 'neo-psychedelic', 'new rave', 'shimmer pop', 'synthpop']",['Blood Orange'],0.762,260.107,0.627,0.00035800000000000003,11,0.0965,-8.118,1,Chamakay,0.51,2013,0.0403,110.014,spotify:track:2iR4oHXi5qsb17b0KHVpon,0.339,chillwave
80,0.068,"['dance pop', 'escape room', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'r&b', 'urban contemporary']",['Solange'],0.713,262.28,0.575,0.00028,7,0.132,-6.761,0,Lovers In The Parking Lot,0.42,2012,0.0457,95.025,spotify:track:4WIAqrG0Nn1odYx7bZWJNj,0.447,rnb
81,0.0323,"['escape room', 'hip hop', 'indie r&b']","['KAYTRANADA', 'Syd']",0.8240000000000001,227.707,0.396,0.00289,2,0.108,-9.663,1,YOU'RE THE ONE,0.68,2016,0.332,118.053,spotify:track:2b4SSorCTQ2VzmllaeWuuT,0.252,Hip-Hop
82,0.199,"['indie r&b', 'pop', 'rap']",['Khalid'],0.7979999999999999,202.547,0.539,1.66e-05,1,0.165,-6.351,1,Young Dumb & Broke,0.9,2017,0.0421,136.94899999999998,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,0.394,pop
83,0.225,"['indie r&b', 'pop', 'rap']",['Khalid'],0.83,228.6,0.585,0.00209,1,0.0576,-5.8020000000000005,1,8TEEN,0.81,2017,0.0366,105.03,spotify:track:5bgwqaRSS3M8WHWruHgSL5,0.642,pop
84,0.935,"['indie r&b', 'pop', 'rap']",['Khalid'],0.441,199.12,0.219,0.0,8,0.115,-14.586,1,Coaster,0.79,2017,0.0419,94.021,spotify:track:39KG4kom3enSx4GTThuDGt,0.244,pop
85,0.343,"['indie r&b', 'pop', 'r&b', 'rap']","['SZA', 'Kendrick Lamar']",0.6920000000000001,266.08,0.713,0.0,10,0.102,-4.489,0,Doves In The Wind,0.72,2017,0.35100000000000003,137.36,spotify:track:593W4qZOwwdqF6YnimJjL6,0.615,soul
86,0.0755,[],"['DJDS', 'Khalid', 'Empress Of']",0.693,199.98,0.674,1.42e-06,1,0.194,-5.58,1,Why Don't You Come On,0.67,2017,0.0626,128.096,spotify:track:1zOrNX2Rp00WGJzNJUfj0V,0.316,electronic
87,0.0344,"['indie r&b', 'neo soul']",['Gallant'],0.381,203.579,0.44,4.09e-06,5,0.119,-5.539,0,Weight In Gold,0.03,2015,0.0792,178.708,spotify:track:6W9diysjR1V67SRLaygwlI,0.375,soul
88,0.111,"['indie r&b', 'pop', 'r&b', 'rap']","['SZA', 'Travis Scott']",0.795,275.08,0.594,0.0,0,0.162,-6.2,1,Love Galore,0.83,2017,0.0747,135.002,spotify:track:0q75NwOoFiARAVp4EXU4Bs,0.409,soul
89,0.000148,"['dance pop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']","['Jhene Aiko', 'TWENTY88']",0.7709999999999999,348.693,0.88,1.46e-06,1,0.0968,-7.022,1,OLLA (Only Lovers Left Alive),0.56,2017,0.0418,120.0,spotify:track:1DlMzdRaFpIABvx07jCgvQ,0.545,rnb
90,0.16,"['deep pop r&b', 'indie r&b']",['TWENTY88'],0.552,251.907,0.603,0.0,8,0.08800000000000001,-8.948,1,Déjà vu,0.56,2016,0.168,123.709,spotify:track:6amzJ3wmEDf7e5tHAndZmn,0.382,rnb
91,0.0808,"['deep pop r&b', 'indie r&b']",['TWENTY88'],0.584,203.227,0.687,0.0,1,0.2,-7.176,0,On The Way,0.58,2016,0.321,129.90200000000002,spotify:track:2TAf6ITyhwc9Z3MYb4tSYl,0.324,rnb
92,0.235,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",['Drake'],0.8340000000000001,205.163,0.527,0.00968,7,0.632,-10.4,1,Madiba Riddim,0.67,2017,0.193,105.86,spotify:track:76gUmNLXGQVOsGhfcshkFP,0.319,Hip-Hop
93,0.247,"['escape room', 'indie r&b', 'neo soul', 'r&b']","['Syd', '6LACK']",0.784,190.96,0.511,0.00047,0,0.126,-5.122000000000001,0,Over,0.62,2017,0.0534,145.003,spotify:track:7M7IOOxwJpr6Fwf3YQbBCB,0.5920000000000001,singer-songwriter
94,0.596,[],"['Emilia Ali', 'Dwilly']",0.748,157.5,0.62,3.32e-06,7,0.13699999999999998,-7.025,0,Dreamland,0.12,2017,0.237,128.02200000000002,spotify:track:286sCTOvQWSTIeSovdz7fG,0.58,not available
95,0.0271,"['aussietronica', 'australian dance', 'deep australian indie', 'indie dream pop', 'vapor soul', 'vapor twitch']","[""Cosmo's Midnight""]",0.7859999999999999,208.067,0.463,0.0,11,0.185,-10.015,0,History,0.62,2017,0.314,104.959,spotify:track:1Ba0ucfKPaRzS3AKvX3X3r,0.451,chillwave
96,0.0603,"['art pop', 'chamber pop', 'chillwave', 'dream pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'synthpop']",['Beach House'],0.637,322.76,0.5479999999999999,0.0842,5,0.0785,-6.527,1,Walk in the Park,0.48,2010,0.0253,141.387,spotify:track:4oNXgGnumnu5oIXXyP8StH,0.868,dream pop
97,0.219,"['alternative dance', 'alternative rock', 'art pop', 'art rock', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'experimental rock', 'folk-pop', 'freak folk', 'garage psych', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new rave', 'new wave', 'noise pop', 'noise rock', 'nu gaze', 'preverb', 'shoegaze', 'singer-songwriter', 'slow core', 'synthpop']",['Deerhunter'],0.504,298.173,0.718,0.503,4,0.257,-7.202000000000001,1,Helicopter,0.58,2010,0.039,73.984,spotify:track:6cqXhzuVIH4Hm2CkF7ZN21,0.418,shoegaze
98,0.6629999999999999,['chamber pop'],['Stornoway'],0.436,230.507,0.72,0.00136,4,0.193,-8.127,1,I Saw You Blink,0.26,2010,0.0463,153.634,spotify:track:4mT2VI23PYyHCVZAtoOMo3,0.6940000000000001,indie
99,0.0242,"['indie pop', 'shimmer pop']",['Telekinesis'],0.476,222.587,0.932,0.000353,2,0.623,-6.33,1,All of a Sudden,0.15,2009,0.0843,149.93,spotify:track:1cSfOf7oScWJYcBJ3kmnGx,0.474,indie
100,0.0627,"['indie pop', 'indie poptimism', 'la indie', 'modern rock', 'pop quebecois']",['Fitz and The Tantrums'],0.764,170.427,0.85,0.00574,8,0.232,-4.246,1,Breakin' The Chains of Love,0.0,2010,0.0368,112.323,spotify:track:4Idu1EmLxjXeuyMvCcOI7k,0.958,soul
101,0.226,[],"['JR JR', 'Dale Earnhardt Jr Jr']",0.596,142.773,0.632,0.212,4,0.307,-6.756,1,Simple Girl,0.46,2011,0.0367,108.047,spotify:track:4VujpUd5p9qCSoF2F5ZFLo,0.557,indie
102,0.132,"['neo soul', 'pop', 'r&b', 'urban contemporary']",['John Legend'],0.73,227.827,0.527,0.0,0,0.328,-9.264,0,Each Day Gets Better,0.0,2006,0.035,99.948,spotify:track:0ZJE48Hc66fIYWXevPlvyG,0.602,soul
103,0.496,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",['The Police'],0.642,294.333,0.512,0.302,7,0.114,-10.834,1,Hole In My Life,0.21,1993,0.0457,145.67,spotify:track:1MxSMvZCgjfU7gADc2eEYT,0.573,rock
104,5.260000000000001e-05,[],['Various Cruelties'],0.513,158.244,0.909,0.000328,9,0.7609999999999999,-3.2880000000000003,0,Neon Truth,0.0,2012,0.0341,129.993,spotify:track:0AXnNiBTBzT2j9s1Cr9cXy,0.746,indie
105,0.277,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'soul']",['Van Morrison'],0.605,273.973,0.406,6.47e-06,7,0.05,-13.435,1,And It Stoned Me,0.05,1970,0.0335,75.252,spotify:track:6zsZvVaKK3VR0s7STZUH5u,0.5479999999999999,classic rock
